#a_0,M_0,emax,emin,tcol
1.320,118,0.46570,0.00000,100000.00000
1.340,046,1.15355,0.00086,-9.41846
1.340,048,216.32690,0.00086,-71.58771
1.340,042,1.07864,0.00087,-388.57643
1.340,044,2.27411,0.00087,-443.85867
1.340,050,25.47474,0.00086,-65.44524
1.340,058,0.72538,0.00082,50.89884
1.340,052,0.71743,0.00085,423.84644
1.340,054,0.66805,0.00085,378.15239
1.340,060,1.12778,0.00080,-24.49543
1.340,062,0.84448,0.00078,-328.78972
1.340,064,0.90676,0.00076,20.19501
1.340,066,0.90286,0.00075,12.77013
1.340,056,0.88050,0.00084,-1188.73565
1.340,070,1.07454,0.00073,-20.21431
1.340,068,0.81465,0.00074,319.93114
1.340,072,0.81869,0.00072,5.81532
1.340,074,0.55704,0.00072,123.21436
1.340,076,1.55051,0.00072,-31.86639
1.340,080,18.69396,0.00062,-0.81900
1.340,078,0.81792,0.00067,982.29793
1.340,082,0.52988,0.00058,26.53596
1.340,086,0.91485,0.00051,-87.96763
1.340,088,0.58489,0.00049,107.67786
1.340,084,0.46465,0.00054,244.64583
1.340,090,1.07855,0.00048,-84.28215
1.340,092,0.61732,0.00048,283.30256
1.340,094,0.59846,0.00026,248.54094
1.340,096,0.78073,0.00051,-145.44627
1.340,098,1.02040,0.00033,-319.78076
1.340,100,1.04816,0.00033,-380.38647
1.340,102,4.02817,0.00025,-327.97072
1.340,104,5.57373,0.00020,-226.82470
1.340,106,0.56980,0.00019,700.75123
1.340,110,0.49238,0.00027,131.93384
1.340,112,0.33820,0.00031,279.71071
1.340,114,0.53268,0.00017,314.89861
1.340,108,0.72532,0.00022,583.73895
1.340,118,1.13555,0.00009,-144.70172
1.330,124,1.36607,0.00011,-26312.87056
1.340,120,6.41773,0.00019,-177.46157
1.340,116,0.70505,0.00006,517.74308
1.340,122,1.41160,0.00027,-264.90802
1.340,126,1.92603,0.00028,-545.82369
1.340,124,0.65594,0.00024,649.34309
1.340,128,3.44669,0.00020,-383.66246
1.340,134,0.56514,0.00007,136.42674
1.340,138,0.79629,0.00007,71.92827
1.340,142,0.73169,0.00010,12.57443
1.340,140,1.68401,0.00010,-66.67373
1.340,144,0.88026,0.00013,-41.69435
1.340,132,0.68609,0.00003,610.97331
1.340,130,0.99368,0.00004,-777.19009
1.340,146,242.55557,0.00014,-17.60842
1.340,148,0.45671,0.00016,97.67598
1.340,152,4.84391,0.00018,-16.49160
1.340,150,0.70334,0.00017,683.45110
1.340,136,2.37972,0.00006,-1317.31804
1.340,154,0.99287,0.00018,641.94110
1.340,158,0.59002,0.00023,20.70791
1.340,162,21.63692,0.00032,-7.18483
1.340,160,1.66409,0.00027,-167.03798
1.340,168,1.10616,0.00045,-38.00887
1.340,170,1.33872,0.00051,-70.76871
1.340,156,0.69407,0.00020,572.92071
1.320,122,0.46539,0.00002,100000.00000
1.340,164,0.86736,0.00038,-474.98052
1.340,166,7.40389,0.00041,-660.07365
1.340,174,486.84229,0.00058,-249.34709
1.320,120,0.46565,0.00001,100000.00000
1.340,176,0.77752,0.00059,-104.86873
1.340,178,1.18342,0.00061,-19.09750
1.340,172,0.78649,0.00057,-862.77519
1.340,180,1.39527,0.00062,-24.49543
1.350,000,358.84191,0.00026,-178.77418
1.350,002,3.76870,0.00017,-373.88611
1.350,006,0.64038,0.00037,29.64907
1.350,004,0.98811,0.00026,226.27225
1.350,008,0.87236,0.00048,-28.27109
1.350,010,0.63550,0.00063,149.38330
1.350,012,0.95861,0.00085,-127.95398
1.350,014,9.70808,0.00095,-43.17835
1.350,016,0.50293,0.00095,118.57353
1.350,018,0.61675,0.00095,20.52243
1.320,124,0.46492,0.00002,100000.00000
1.350,022,1.26813,0.00095,-10.46520
1.350,020,0.53889,0.00095,267.65767
1.350,024,1.02185,0.00095,-462.72735
1.350,026,0.86311,0.00094,-91.43872
1.350,028,0.61500,0.00093,42.25594
1.350,030,9.67837,0.00092,-9.22293
1.350,032,0.49838,0.00091,26.60988
1.350,034,2.73577,0.00090,-37.38108
1.350,038,0.53556,0.00089,60.89407
1.350,036,973.82848,0.00089,-218.86567
1.350,040,0.88930,0.00088,7.65859
1.350,042,0.92089,0.00087,19.40980
1.350,044,105.51076,0.00087,-113.64903
1.350,046,1.54478,0.00086,-24.13018
1.350,050,0.79384,0.00086,-18.33292
1.350,052,1.46497,0.00086,-17.91883
1.350,054,1.29075,0.00086,-51.04607
1.350,048,0.85740,0.00086,-929.14387
1.350,056,1.06802,0.00085,-232.53066
1.350,060,0.84109,0.00081,-22.05973
1.350,058,0.25243,0.00083,383.44924
1.350,062,87.56560,0.00079,-22.47382
1.350,064,6.62352,0.00077,-62.22651
1.350,066,2.58848,0.00076,-14.60610
1.350,070,0.48744,0.00074,66.98516
1.350,068,1.43721,0.00074,-101.97921
1.350,072,0.47065,0.00073,60.37305
1.350,074,0.90257,0.00072,-10.46520
1.350,076,5.70379,0.00072,-15.43428
1.350,078,1.10794,0.00069,-585.82517
1.350,080,1.87693,0.00064,-2.03281
1.350,082,0.98870,0.00059,7.95021
1.350,084,0.46288,0.00055,195.09773
1.350,086,0.65281,0.00052,247.11518
1.350,088,7.76571,0.00050,-136.98868
1.350,090,196.18237,0.00049,7.60421
1.350,096,0.94550,0.00040,-98.59119
1.350,094,1.17619,0.00049,353.78390
1.350,092,0.85812,0.00049,-409.64847
1.350,100,0.60074,0.00035,359.99415
1.350,102,41.28228,0.00027,-411.15426
1.350,104,0.93862,0.00021,-410.40136
1.350,106,0.97561,0.00019,-61.39833
1.350,108,0.86474,0.00021,28.79358
1.350,098,0.94813,0.00044,-1132.04823
1.350,112,0.97418,0.00032,-221.76430
1.350,114,8.75488,0.00021,-70.50832
1.350,116,755.91772,0.00009,-235.84338
1.350,120,0.62374,0.00016,46.18946
1.350,122,0.92733,0.00026,64.56880
1.350,110,0.91732,0.00026,-1293.91999
1.350,126,1.00007,0.00026,104.76491
1.350,124,0.92382,0.00005,-428.84722
1.350,128,0.96521,0.00020,155.34669
1.350,130,4.26515,0.00006,-260.68881
1.350,132,0.32426,0.00006,395.75140
1.350,134,0.50879,0.00001,517.14878
1.350,138,0.97290,0.00004,255.15597
1.350,136,0.58905,0.00004,443.32607
1.350,140,0.58071,0.00001,71.80138
1.350,118,0.56271,0.00006,1307.12827
1.350,144,0.41852,0.00009,43.43682
1.350,142,1.16333,0.00006,-228.80384
1.350,146,0.78452,0.00010,-95.20318
1.350,148,5.18030,0.00016,-7.15247
1.350,150,1.89282,0.00022,-7.98065
1.350,152,0.75570,0.00026,195.10708
1.350,154,1.02856,0.00029,-38.62335
1.350,158,0.50823,0.00031,67.08714
1.350,156,0.86160,0.00030,147.18536
1.350,160,1.12538,0.00033,-85.00149
1.350,166,100.32524,0.00047,-39.86563
1.350,168,0.88479,0.00050,-183.25388
1.350,170,0.51139,0.00055,16.39272
1.350,172,0.67265,0.00062,79.07934
1.350,174,0.64999,0.00065,86.87735
1.350,176,1.43171,0.00067,494.38645
1.350,164,0.99889,0.00041,1825.59222
1.360,000,0.83593,0.00043,55.52575
1.350,180,0.93736,0.00073,-385.17949
1.360,004,0.80967,0.00029,148.34070
1.360,008,0.54103,0.00051,23.77348
1.360,006,2.92702,0.00040,-111.98323
1.360,010,0.82642,0.00062,-257.23409
1.360,002,4.19770,0.00030,-669.23494
1.360,012,1.53940,0.00078,-47.92212
1.350,178,0.85825,0.00070,1217.79726
1.360,014,0.52389,0.00095,40.34386
1.360,016,1.61086,0.00095,-8.86883
1.360,018,67.60064,0.00095,-5.93793
1.360,020,1.58807,0.00095,-7.19403
1.350,162,0.79895,0.00037,2696.91337
1.360,022,1.04617,0.00095,-78.06853
1.360,024,0.62987,0.00095,72.37290
1.360,026,1.41839,0.00094,-263.09589
1.360,030,0.63829,0.00092,40.97002
1.360,034,0.59275,0.00090,5.94144
1.360,032,0.86420,0.00091,-99.00353
1.360,028,2.73042,0.00093,740.18669
1.360,038,4.59721,0.00089,-26.56842
1.360,036,0.93007,0.00090,-263.09589
1.360,044,0.95437,0.00087,-44.99122
1.360,046,1.89602,0.00087,-4.37732
1.360,042,0.86492,0.00088,-366.09610
1.360,040,0.56304,0.00088,215.28261
1.360,048,0.41004,0.00086,254.10147
1.360,050,0.74629,0.00086,593.92884
1.360,052,1.07022,0.00086,-188.56728
1.360,054,0.59177,0.00086,0.96977
1.360,056,0.68761,0.00086,133.99540
1.360,058,0.95692,0.00084,-346.83590
1.360,060,2.01837,0.00082,-65.50753
1.360,062,0.99707,0.00080,50.78617
1.360,064,22.73789,0.00078,-150.50364
1.360,066,2.54387,0.00076,-231.69338
1.360,068,1.28619,0.00075,-154.69064
1.360,070,4.31854,0.00074,-35.36112
1.360,072,0.57647,0.00073,32.41296
1.360,074,0.94051,0.00073,24.66413
1.360,076,1.07399,0.00073,25.16007
1.360,078,0.81815,0.00071,-60.90183
1.360,080,0.84147,0.00065,185.27373
1.360,082,0.47327,0.00061,147.10436
1.360,084,1.03781,0.00057,-130.82474
1.360,086,0.53889,0.00053,63.27398
1.360,092,0.47473,0.00049,165.46030
1.360,090,1.03716,0.00050,-370.28310
1.360,094,0.49858,0.00049,365.29389
1.360,096,1.14389,0.00050,-271.05119
1.360,100,7.41425,0.00038,-103.19053
1.360,108,1.04405,0.00021,-188.98598
1.360,104,0.91481,0.00023,-476.21422
1.360,098,4.62526,0.00047,-787.04191
1.360,106,0.61004,0.00020,107.20867
1.360,112,3.20393,0.00030,9.32559
1.360,102,0.85361,0.00029,-873.82701
1.360,114,0.84980,0.00025,9.51360
1.360,116,0.83316,0.00012,-384.10020
1.360,120,18.34190,0.00013,-193.59168
1.360,122,1.02278,0.00023,144.52765
1.360,110,0.96563,0.00025,1307.29369
1.360,118,0.55364,0.00004,1051.09025
1.360,124,0.97774,0.00024,363.29882
1.360,126,0.93253,0.00024,-161.80854
1.360,128,5.82275,0.00019,-338.46190
1.360,130,17.62795,0.00002,-63.83273
1.360,132,0.31657,0.00007,97.21259
1.360,138,0.58096,0.00017,42.37461
1.360,136,1.08292,0.00014,210.07324
1.360,140,3.34840,0.00018,-71.36933
1.360,142,0.59789,0.00018,85.28616
1.360,134,0.57173,0.00010,398.58856
1.360,088,0.83312,0.00051,3461.04238
1.360,144,2.54901,0.00014,-445.64911
1.360,146,0.49484,0.00007,55.61471
1.360,152,1.00035,0.00020,-9.28753
1.360,148,1.21416,0.00010,213.49896
1.360,150,0.91924,0.00009,-224.15678
1.360,156,2.04821,0.00034,-14.38806
1.360,154,0.62655,0.00026,244.07824
1.360,158,0.96238,0.00041,-36.19852
1.360,160,1.36540,0.00020,-233.36819
1.360,162,0.88536,0.00014,-330.08790
1.360,168,1.00194,0.00056,6.66114
1.360,166,0.59958,0.00019,167.46623
1.360,172,0.62805,0.00066,84.29026
1.360,170,0.61289,0.00060,220.02639
1.360,174,10.22244,0.00071,-133.75564
1.360,164,0.88253,0.00023,-933.20629
1.360,176,0.77816,0.00074,55.19661
1.360,178,0.51282,0.00078,208.45657
1.360,180,1.00141,0.00082,-36.19852
1.370,002,0.86427,0.00044,-93.90153
1.370,006,0.74943,0.00042,16.20012
1.370,004,0.99249,0.00037,-94.32485
1.370,008,0.73349,0.00053,144.96412
1.370,010,0.32406,0.00064,42.77475
1.370,000,0.84197,0.00056,-943.47945
1.370,014,0.39668,0.00092,117.72823
1.370,016,0.76100,0.00095,46.17118
1.370,018,1.10408,0.00095,-7.92775
1.370,012,0.99292,0.00076,517.08632
1.370,020,0.70331,0.00095,22.16993
1.320,126,0.46417,0.00003,100000.00000
1.320,128,0.46362,0.00003,100000.00000
1.370,024,4.45070,0.00095,-25.01475
1.370,022,0.93933,0.00095,16.66736
1.330,116,545.92195,0.00005,-64436.74712
1.370,026,0.44274,0.00094,23.76539
1.370,028,0.80785,0.00093,36.94761
1.370,030,1.64112,0.00092,21.28178
1.370,036,10.27096,0.00090,-76.19878
1.370,038,3.59395,0.00089,-25.39959
1.370,034,0.93187,0.00091,354.33259
1.370,032,930.88261,0.00092,-662.39061
1.370,040,28.76471,0.00088,-23.09054
1.370,042,7.76614,0.00088,-59.26572
1.370,046,0.47934,0.00087,109.07166
1.370,050,1.26048,0.00086,-40.40844
1.370,048,0.91476,0.00087,-73.12004
1.370,054,1.06132,0.00086,-32.71160
1.370,056,1.55175,0.00086,-33.86612
1.370,052,7.52215,0.00086,-350.28349
1.370,058,1.81732,0.00085,-394.15551
1.370,062,1.14678,0.00080,-10.46771
1.370,060,0.87653,0.00082,-685.86600
1.370,064,0.89205,0.00079,-608.12785
1.370,066,2.25496,0.00077,14.81643
1.370,068,0.51050,0.00076,90.03599
1.370,044,0.32650,0.00087,1254.22515
1.370,070,4.04382,0.00075,-229.82784
1.370,072,0.70715,0.00074,80.41008
1.370,074,1.46773,0.00073,-44.25687
1.370,076,1.96385,0.00073,-10.89104
1.370,078,0.29786,0.00072,63.72139
1.370,080,65.06996,0.00067,-5.00295
1.370,084,0.70621,0.00058,0.60821
1.370,086,36.42018,0.00055,-42.71750
1.370,088,0.99280,0.00052,65.42664
1.370,090,3.07019,0.00050,-47.72045
1.370,092,1.70623,0.00049,-23.09054
1.370,082,0.70750,0.00062,733.19924
1.370,094,0.99274,0.00050,-118.45447
1.370,098,3.08825,0.00050,-176.45021
1.370,102,0.85029,0.00031,-137.92749
1.370,100,0.93956,0.00040,-484.59346
1.370,104,0.51234,0.00024,35.44017
1.370,096,5.89567,0.00050,-839.34112
1.370,108,1.64301,0.00020,-46.56592
1.370,110,0.79282,0.00024,10.58299
1.370,114,0.49537,0.00029,10.84119
1.370,116,0.55665,0.00015,35.46408
1.370,118,0.67685,0.00004,52.21899
1.370,112,0.89932,0.00029,-616.97922
1.370,122,0.50386,0.00021,101.67513
1.370,126,7.24266,0.00023,-4.23327
1.370,128,0.52966,0.00020,3.72735
1.370,120,1.36617,0.00010,-266.77270
1.370,124,0.98215,0.00025,414.17895
1.370,106,0.87623,0.00020,-1470.09769
1.370,130,0.98206,0.00008,-180.95286
1.370,134,0.59296,0.00022,49.09451
1.370,132,0.74824,0.00017,777.90164
1.370,140,0.54967,0.00037,56.57242
1.370,136,0.79221,0.00031,-266.00302
1.370,138,1.01615,0.00035,-121.84108
1.370,142,0.34447,0.00036,378.86562
1.370,144,1.02668,0.00033,-121.41775
1.370,146,8.95586,0.00030,-339.89274
1.370,150,10.69713,0.00013,-18.08759
1.370,148,0.82720,0.00024,-240.60342
1.370,154,0.84245,0.00011,-428.40648
1.370,152,0.80799,0.00010,-367.98623
1.370,156,0.84679,0.00023,7.02443
1.370,160,0.83947,0.00044,-40.40844
1.370,162,0.63206,0.00053,81.87380
1.370,158,0.80115,0.00033,-139.19747
1.370,164,0.91208,0.00056,-26.16928
1.370,166,0.98615,0.00058,-13.85432
1.370,172,2.71461,0.00062,-146.39402
1.370,170,0.88555,0.00066,-421.47932
1.370,168,0.71975,0.00061,917.21783
1.370,174,0.65982,0.00024,112.68502
1.370,178,10.03347,0.00084,-8.77441
1.370,176,1.22863,0.00050,-272.54534
1.370,180,0.63559,0.00089,14.60916
1.380,000,0.99528,0.00058,180.61470
1.380,002,1.05850,0.00055,-24.82226
1.380,006,3.06605,0.00047,-20.30912
1.380,004,0.63703,0.00048,208.87714
1.380,010,1.58548,0.00066,16.88536
1.380,008,0.61031,0.00055,208.19783
1.380,012,0.82962,0.00076,-197.99447
1.380,014,0.86599,0.00089,37.77604
1.380,020,0.99942,0.00095,19.44241
1.380,018,1.17341,0.00095,100.57294
1.380,016,1.22306,0.00095,-131.46459
1.380,022,1.12548,0.00095,-80.45835
1.380,028,147.04161,0.00094,-86.02196
1.380,026,0.71796,0.00064,110.35091
1.380,030,0.65876,0.00054,6.12340
1.380,032,1.63269,0.00013,-38.51730
1.380,036,1.53621,0.00008,-17.19661
1.380,024,0.62957,0.00095,795.99473
1.380,038,7.69311,0.00013,-10.93269
1.380,040,1.77264,0.00029,-18.36380
1.380,042,0.99999,0.00088,21.64274
1.380,034,0.91261,0.00031,-865.66651
1.380,044,3129.60581,0.00088,-318.21512
1.380,048,1.87594,0.00087,-112.01141
1.380,050,1.00639,0.00086,-57.34797
1.380,052,2.06590,0.00086,-23.53835
1.380,046,1.43884,0.00087,-252.85243
1.380,054,0.97409,0.00086,-49.64452
1.380,058,3.04703,0.00085,-1.59516
1.380,056,0.63064,0.00086,101.68612
1.380,060,0.92165,0.00083,-897.18066
1.380,064,0.88033,0.00079,-161.03342
1.380,066,0.94254,0.00078,-141.19118
1.380,072,1.27872,0.00074,-50.50046
1.380,070,0.80424,0.00075,163.63955
1.380,074,0.67820,0.00074,77.22599
1.380,076,1.53855,0.00073,-173.09440
1.380,080,1.23696,0.00069,-140.80212
1.380,078,0.84879,0.00073,-285.92284
1.380,082,0.90285,0.00064,126.10499
1.380,084,19.60310,0.00059,-0.81703
1.380,086,0.93019,0.00056,1.79204
1.380,088,0.49240,0.00053,38.61116
1.380,090,6.13353,0.00051,-5.48580
1.380,068,0.91031,0.00076,-1318.53654
1.380,094,0.99995,0.00050,24.76047
1.380,096,1.08144,0.00050,-32.52572
1.380,092,0.77317,0.00050,561.28913
1.380,062,0.69305,0.00081,1763.68134
1.380,098,1.20442,0.00052,-174.26159
1.380,100,5.41030,0.00043,-151.30683
1.380,102,1.13061,0.00034,-20.69818
1.380,106,0.36470,0.00021,74.24165
1.380,104,0.64963,0.00026,470.27716
1.380,108,0.93262,0.00020,-171.92720
1.380,110,7.92078,0.00023,-110.84422
1.380,114,0.97302,0.00032,10.54796
1.380,116,0.85122,0.00018,-17.58567
1.380,112,0.88732,0.00028,498.60417
1.380,118,4.56542,0.00006,-73.61083
1.380,120,0.94661,0.00007,-13.69504
1.380,124,15583.05390,0.00027,-18.75287
1.380,122,0.57501,0.00018,101.93552
1.380,126,1.15676,0.00023,-105.39733
1.380,128,13.45272,0.00018,-54.78015
1.380,130,0.92040,0.00008,-171.53814
1.380,132,0.91113,0.00028,-16.41848
1.380,136,24.57250,0.00035,-82.17023
1.380,140,13.34296,0.00056,-3.92954
1.380,138,0.53611,0.00050,276.95755
1.380,142,0.98615,0.00057,184.47619
1.380,144,0.49071,0.00055,19.23006
1.380,148,0.98557,0.00045,85.07144
1.380,150,0.63011,0.00039,162.82640
1.380,152,0.62216,0.00029,41.68151
1.380,146,0.83844,0.00051,-453.99832
1.380,154,6.48908,0.00016,-83.88211
1.380,158,1.03287,0.00008,-97.61606
1.380,160,0.48990,0.00030,47.63462
1.380,156,5.05535,0.00013,-341.94800
1.380,164,0.80950,0.00056,39.65782
1.380,166,0.57764,0.00066,254.88365
1.380,168,2.19535,0.00069,-29.52993
1.380,170,1.71711,0.00072,-59.05985
1.380,162,0.86785,0.00042,-943.09017
1.380,134,0.82596,0.00026,-2357.53089
1.380,176,0.84581,0.00086,418.81063
1.380,178,0.78308,0.00090,30.01765
1.380,174,1.49014,0.00080,-432.59982
1.390,000,2.47057,0.00037,-6.72543
1.380,180,0.58892,0.00095,472.29340
1.390,006,0.91120,0.00043,2.99690
1.390,002,0.85542,0.00022,-161.21375
1.380,172,0.88759,0.00076,-1897.03521
1.390,008,0.70133,0.00057,118.76885
1.390,004,136.43849,0.00025,-263.07851
1.390,012,0.97020,0.00071,-118.73733
1.390,016,0.60459,0.00065,37.81954
1.390,010,0.48910,0.00067,185.67511
1.390,020,1.37677,0.00095,-11.48437
1.390,022,0.82685,0.00095,11.82275
1.390,018,2527.87016,0.00078,291.63210
1.390,024,0.93781,0.00095,5.70379
1.390,014,1.50518,0.00067,-932.31814
1.390,026,0.63634,0.00051,244.46026
1.390,032,0.89364,0.00092,-9.08523
1.390,030,408.15259,0.00093,-164.75346
1.390,028,0.69946,0.00094,287.72631
1.390,034,0.51930,0.00091,52.43095
1.390,036,0.97159,0.00090,91.70575
1.390,042,3.21352,0.00088,-42.20111
1.390,040,1.31523,0.00089,-136.82914
1.390,038,0.68603,0.00090,220.98065
1.390,054,0.67581,0.00086,41.35311
1.390,046,0.84896,0.00087,-351.17775
1.390,056,2.04527,0.00086,-10.26514
1.390,052,1.29473,0.00086,-398.45244
1.390,048,0.85273,0.00087,-341.34525
1.390,058,14.19605,0.00086,-43.93163
1.390,050,0.85811,0.00087,-407.53767
1.390,044,0.82835,0.00088,-568.47612
1.390,062,0.79091,0.00082,-68.00161
1.390,064,0.75342,0.00080,14.87615
1.330,114,0.84192,0.00011,-92645.20806
1.390,066,0.69210,0.00078,136.60664
1.390,068,9.65525,0.00077,-174.97926
1.390,070,1.78316,0.00076,-141.94204
1.390,060,0.88434,0.00084,1403.38535
1.390,072,0.87136,0.00075,-201.72368
1.390,074,5.50374,0.00074,69.77146
1.390,080,0.65669,0.00070,48.56623
1.390,076,2.85049,0.00074,-204.47678
1.390,078,0.51122,0.00074,396.25535
1.390,082,30.08695,0.00065,-57.38250
1.390,086,1.01443,0.00057,-28.78957
1.390,084,4.34417,0.00061,-53.05620
1.390,088,1.35500,0.00054,-8.69193
1.390,090,3.45303,0.00052,-58.95570
1.390,094,0.90499,0.00050,-16.67593
1.390,096,1.26528,0.00051,-35.71166
1.390,092,0.99975,0.00051,273.80713
1.390,098,0.84623,0.00052,121.01202
1.390,102,0.55332,0.00036,62.04190
1.390,100,1.04798,0.00045,709.43491
1.390,104,0.73304,0.00028,56.07416
1.390,108,7.10444,0.00020,-12.78226
1.390,106,0.88408,0.00023,-349.99785
1.390,110,0.81939,0.00022,68.59378
1.390,112,0.90147,0.00027,14.15820
1.390,114,0.96779,0.00032,15.78218
1.390,118,2.00546,0.00009,-12.34963
1.390,116,1.01293,0.00022,-236.33409
1.390,120,0.62247,0.00004,87.28909
1.390,122,1.52666,0.00015,-79.40731
1.390,130,18.04174,0.00013,-45.19019
1.390,128,0.61546,0.00014,166.46475
1.390,132,0.48410,0.00035,41.17985
1.390,126,0.92714,0.00023,253.18396
1.390,134,1.45867,0.00032,-10.65844
1.390,124,0.87037,0.00025,-213.12938
1.390,136,1.05983,0.00036,-65.64180
1.390,138,0.64582,0.00048,14.60882
1.390,142,15.82543,0.00066,-3.81501
1.390,140,0.93729,0.00062,-73.90111
1.390,148,0.80396,0.00067,-43.49900
1.390,144,1.96687,0.00065,-259.93211
1.390,150,0.64309,0.00063,255.24232
1.390,154,1.39932,0.00046,-32.25062
1.390,152,1.83830,0.00054,-147.44825
1.390,156,0.88506,0.00031,37.27448
1.390,158,0.83710,0.00016,52.22876
1.390,160,0.67525,0.00017,28.43679
1.390,164,0.91329,0.00032,-30.08747
1.390,166,0.76595,0.00054,-48.72990
1.390,174,0.96456,0.00086,82.50540
1.390,176,1.59136,0.00090,-118.73733
1.390,170,0.98274,0.00080,-203.69018
1.390,162,0.82387,0.00018,-554.19932
1.390,178,0.98784,0.00095,-94.35272
1.390,146,0.77876,0.00065,1909.31791
1.390,180,0.93995,0.00095,33.03910
1.400,000,1.58755,0.00053,-17.33327
1.400,002,2.61084,0.00060,-26.07942
1.400,004,0.63776,0.00067,184.26415
1.400,006,0.95539,0.00060,2.54307
1.400,008,0.48213,0.00061,9.63272
1.390,168,3.82145,0.00070,-1753.01768
1.400,012,0.92667,0.00079,209.14495
1.400,014,0.41349,0.00089,170.47984
1.400,016,0.73916,0.00095,73.90976
1.400,018,0.93214,0.00095,-40.07325
1.400,022,2.16652,0.00095,-29.14057
1.400,026,10.75329,0.00095,-30.45249
1.400,024,1.07306,0.00095,207.32340
1.400,028,3.98980,0.00094,-33.51364
1.400,010,0.84196,0.00069,1160.96048
1.400,020,0.84883,0.00095,-588.81436
1.400,030,0.47132,0.00093,120.36894
1.400,032,2.04561,0.00092,-30.88980
1.400,036,0.45295,0.00091,55.40774
1.400,034,0.95634,0.00091,-233.56184
1.400,038,0.93196,0.00090,-54.50439
1.400,040,0.62859,0.00089,100.32182
1.400,042,1.08375,0.00089,-50.56862
1.400,046,0.82191,0.00088,13.32145
1.400,044,0.66577,0.00088,602.64148
1.400,048,3.04676,0.00087,24.29043
1.400,050,1.87762,0.00087,-35.70018
1.400,054,0.57794,0.00087,54.62089
1.400,056,0.92637,0.00086,-47.94478
1.400,060,0.98493,0.00085,55.01694
1.400,062,0.51092,0.00083,81.03529
1.400,058,1.71489,0.00087,-264.57090
1.400,066,0.64454,0.00079,70.57785
1.400,070,0.87480,0.00076,-167.28991
1.400,072,0.57029,0.00075,239.04377
1.400,074,1.41769,0.00075,-148.48569
1.400,068,0.77876,0.00078,443.06285
1.400,078,32.59735,0.00074,-37.01210
1.400,088,1.27761,0.00055,-43.13440
1.400,082,0.82271,0.00067,-683.27273
1.400,084,0.67120,0.00062,433.47167
1.400,086,2.06354,0.00058,-326.58902
1.400,090,1.45078,0.00053,-229.58631
1.400,092,0.57696,0.00051,266.70904
1.400,076,0.92521,0.00074,-1048.98087
1.400,094,0.80404,0.00051,-89.48897
1.400,052,0.83231,0.00087,-2113.22773
1.400,096,1.91161,0.00051,-142.36339
1.400,080,1.07640,0.00072,-1026.32040
1.400,100,0.91453,0.00048,3.65911
1.400,098,0.59293,0.00052,484.50859
1.400,102,1.22268,0.00038,-16.89596
1.400,064,0.88953,0.00081,-2665.54681
1.400,104,0.90639,0.00030,197.63896
1.400,106,0.88982,0.00024,-276.89501
1.400,110,18.44345,0.00022,-118.74880
1.400,108,1.03459,0.00021,-251.45168
1.400,112,0.80671,0.00025,212.80360
1.400,116,5.66824,0.00026,-10.81342
1.400,114,0.84870,0.00031,-388.96494
1.400,120,0.67237,0.00003,58.49287
1.400,122,0.72344,0.00012,4.24184
1.400,124,0.94550,0.00022,-75.93244
1.400,132,0.48604,0.00037,28.18877
